train_loss,train_acc,val_loss,val_acc
0.46863928611575534,0.9039917412250517,0.8015893437181201,0.8171428571428572
0.46844693288176287,0.9077770130763937,0.8002464465584074,0.8071428571428572
0.44303228624590657,0.9108740536820371,0.8074360345091138,0.8
0.44625812594593595,0.9074328974535444,0.7808368983439037,0.82
0.4521649056931487,0.9064005505849966,0.7836061515978404,0.8142857142857143
0.41365736333239267,0.9215416379903648,0.7739350693566459,0.8171428571428572
0.4315282520924612,0.9112181693048864,0.7722051463808333,0.8185714285714286
0.4256303115028065,0.9215416379903648,0.7758816544498716,0.8171428571428572
0.44020437812772356,0.9156916724019271,0.7603899301801409,0.8128571428571428
0.4077331367969841,0.9222298692360633,0.7647481461082186,0.81
0.40537253561630304,0.9298004129387474,0.7566984401430402,0.81
0.3973399962709431,0.9294562973158982,0.7485904252529144,0.8271428571428572
0.41192955902668005,0.9229181004817619,0.753001782638686,0.8171428571428572
0.40610258079198663,0.9225739848589126,0.7446805548667907,0.8214285714285714
0.39836337700927166,0.9322092222986924,0.7565158011232104,0.82
0.40744708678431946,0.9229181004817619,0.752138894370624,0.8185714285714286
0.4225826495611003,0.9098417068134893,0.7525326078278678,0.8228571428571428
0.39225350969508854,0.9229181004817619,0.7548645828451429,0.8214285714285714
0.4059210002873572,0.9229181004817619,0.7496422786372049,0.82
0.4126827891169953,0.9242945629731589,0.7517227567945208,0.8214285714285714
